# name              	length	av.qual	#-reads	mx.cov.	av.cov	GC%	CnIUPAC	CnFunny	CnN	CnX	CnGap	CnNoCov
minuta_rep_c5434    	735	50	5	4	2.55	47.07	0	0	0	0	6	0
minuta_rep_c5435    	364	55	5	5	4.43	48.35	0	0	0	0	0	0
minuta_rep_c5436    	758	39	5	4	1.62	58.47	2	0	0	0	1	0
minuta_rep_c5437    	460	46	5	5	3.51	31.74	0	0	0	0	1	0
minuta_rep_c5438    	427	41	6	5	2.68	39.81	0	0	0	0	3	0
minuta_rep_c5439    	506	35	7	5	3.19	41.98	1	0	0	0	6	0
minuta_c5440        	139	43	5	5	3.37	27.54	1	0	0	0	0	0
minuta_c5441        	310	80	5	5	4.99	52.90	0	0	0	0	1	0
minuta_rep_c5442    	268	38	5	5	4.55	37.69	0	0	0	0	0	0
minuta_c5443        	187	81	5	5	4.99	48.13	0	0	0	0	0	0
minuta_c5444        	154	82	6	6	5.84	57.79	0	0	0	0	1	0
minuta_c5445        	384	78	5	5	4.97	44.01	0	0	0	0	0	0
minuta_c5446        	171	60	5	5	4.44	64.91	0	0	0	0	0	0
minuta_c5447        	50	69	5	5	4.82	38.00	0	0	0	0	0	0
minuta_c5448        	87	50	5	5	3.24	39.08	0	0	0	0	0	0
minuta_c5449        	251	33	5	5	2.50	49.00	0	0	0	0	0	0
minuta_c5450        	71	69	5	5	4.68	35.21	0	0	0	0	0	0
minuta_rep_c5451    	423	43	6	6	2.63	55.56	0	0	0	0	0	0
minuta_rep_c5452    	374	68	5	5	4.17	41.98	0	0	0	0	1	0
minuta_c5453        	236	42	5	5	4.98	43.64	0	0	0	0	1	0
minuta_rep_c5454    	96	39	5	5	4.98	41.67	0	0	0	0	0	0
minuta_rep_c5455    	171	32	7	6	2.63	42.69	0	0	0	0	0	0
minuta_rep_c5456    	118	43	6	6	5.96	43.22	0	0	0	0	1	0
minuta_c5457        	278	77	5	5	4.99	44.96	0	0	0	0	1	0
minuta_rep_c5458    	523	55	6	6	3.19	46.08	0	0	0	0	0	0
minuta_c5459        	251	34	5	5	1.81	45.42	0	0	0	0	0	0
minuta_rep_c5460    	1242	50	11	5	2.76	43.27	1	0	0	0	0	0
minuta_rep_c5461    	1160	37	9	4	1.71	49.57	4	0	0	0	0	0
minuta_rep_c5462    	464	50	6	4	2.57	48.33	15	0	0	0	0	0
minuta_rep_c5463    	935	50	8	7	2.90	48.23	2	0	0	0	2	0
minuta_rep_c5464    	676	42	8	7	3.94	54.44	0	0	0	0	0	0
minuta_rep_c5465    	1059	47	7	4	2.05	46.84	0	0	0	0	0	0
minuta_rep_c5466    	334	49	10	8	4.23	46.41	0	0	0	0	0	0
minuta_rep_c5467    	1142	40	7	5	2.27	40.33	4	0	0	0	0	0
minuta_rep_c5468    	969	37	8	7	2.38	43.29	0	0	1	0	2	0
minuta_rep_c5469    	694	39	6	6	3.39	61.96	0	0	0	0	0	0
minuta_rep_c5470    	632	50	11	9	4.52	57.28	0	0	0	0	1	0
minuta_rep_c5471    	1173	47	8	4	2.35	42.06	8	0	0	0	1	0
minuta_rep_c5472    	281	38	7	7	5.63	39.86	0	0	0	0	1	0
minuta_rep_c5473    	477	41	12	10	2.66	50.94	0	0	0	0	0	0
minuta_rep_c5474    	870	37	6	4	1.47	48.33	1	0	0	0	0	0
minuta_rep_c5475    	885	33	8	7	2.75	52.20	0	0	0	0	1	0
minuta_rep_c5476    	1017	37	7	4	2.03	42.07	2	0	0	0	1	0
minuta_rep_c5477    	798	44	7	5	2.15	55.37	16	0	0	0	2	0
minuta_rep_c5478    	988	37	6	3	1.68	46.56	15	0	0	0	0	0
minuta_rep_c5479    	898	48	11	9	3.85	52.23	0	0	0	0	2	0
minuta_rep_c5480    	757	43	7	5	2.11	37.88	2	0	0	0	1	0
minuta_rep_c5481    	839	39	6	5	1.76	49.94	0	0	0	0	0	0
minuta_rep_c5482    	1238	38	5	3	1.36	45.59	3	0	0	0	0	0
minuta_rep_c5483    	457	38	5	5	2.87	45.73	0	0	0	0	0	0
minuta_rep_c5484    	1057	47	6	3	1.97	46.58	18	0	0	0	2	0
minuta_rep_c5485    	1053	36	6	4	2.05	43.46	6	0	0	0	2	0
minuta_rep_c5486    	444	34	5	4	2.19	39.73	1	0	0	0	0	0
minuta_rep_c5487    	793	42	6	4	1.81	40.13	13	0	0	0	2	0
minuta_rep_c5488    	1251	46	12	7	2.84	37.99	6	0	0	0	3	0
minuta_rep_c5489    	1026	42	8	5	2.52	39.51	1	0	0	0	0	0
minuta_rep_c5490    	1028	40	6	5	2.07	46.27	8	0	0	0	0	0
minuta_rep_c5491    	401	49	5	5	2.62	49.13	0	0	0	0	2	0
minuta_rep_c5492    	988	40	10	4	2.05	35.59	13	0	0	0	1	0
minuta_rep_c5493    	956	41	6	3	1.86	48.06	0	0	1	0	0	0
minuta_rep_c5494    	850	39	5	4	2.05	49.00	2	0	1	0	0	0
minuta_rep_c5495    	827	39	5	3	2.11	63.27	2	0	0	0	1	0
minuta_c5496        	920	50	11	6	3.25	43.80	9	0	0	0	1	0
minuta_rep_c5497    	1010	44	6	4	1.98	45.22	6	0	0	0	4	0
minuta_rep_c5498    	1656	50	10	6	2.36	47.36	9	0	0	0	0	0
minuta_rep_c5499    	1364	48	7	4	2.05	44.71	4	0	0	0	4	0
minuta_rep_c5500    	460	53	12	11	5.67	47.93	1	0	0	0	0	0
minuta_rep_c5501    	891	39	10	7	3.93	54.21	0	0	0	0	1	0
minuta_rep_c5502    	188	45	14	14	12.48	69.68	0	0	0	0	1	0
minuta_rep_c5503    	719	41	5	4	2.11	47.67	12	0	0	0	0	0
minuta_rep_c5504    	727	39	10	7	3.40	44.97	2	0	0	0	2	0
minuta_rep_c5505    	1112	41	6	4	1.64	48.14	9	0	0	0	3	0
minuta_rep_c5506    	1124	42	8	5	2.22	43.91	8	0	0	0	5	0
minuta_rep_c5507    	700	42	5	4	1.80	40.37	4	0	0	0	0	0
minuta_rep_c5508    	823	44	5	5	2.54	59.30	0	0	0	0	0	0
minuta_rep_c5509    	279	44	10	7	2.83	46.01	3	0	0	0	0	0
minuta_rep_c5510    	1641	45	9	4	1.97	51.53	4	0	1	0	3	0
minuta_rep_c5511    	757	49	6	4	2.10	59.31	5	0	0	0	3	0
minuta_rep_c5512    	761	39	6	3	1.38	44.33	3	0	0	0	0	0
minuta_rep_c5513    	854	61	8	7	2.70	60.30	0	0	0	0	0	0
minuta_rep_c5514    	673	47	6	5	2.60	44.73	0	0	0	0	0	0
minuta_rep_c5515    	803	46	18	15	7.03	50.44	0	0	0	0	1	0
minuta_rep_c5516    	1263	33	8	5	1.90	42.68	0	0	0	0	2	0
minuta_rep_c5517    	253	36	5	3	1.81	45.24	1	0	0	0	0	0
minuta_rep_c5518    	418	47	11	10	5.33	52.15	0	0	0	0	1	0
minuta_rep_c5519    	386	45	9	7	2.50	43.90	1	0	0	0	2	0
minuta_rep_c5520    	1186	41	7	4	1.95	59.70	0	0	0	0	0	0
minuta_rep_c5521    	1141	52	15	6	3.20	37.90	25	0	0	0	1	0
minuta_rep_c5522    	705	45	7	5	2.81	48.79	0	0	0	0	1	0
minuta_rep_c5523    	717	57	12	10	4.71	42.26	26	0	0	0	0	0
minuta_rep_c5524    	529	51	16	10	3.77	37.64	3	0	0	0	3	0
minuta_c5525        	230	62	10	9	4.54	50.43	0	0	0	0	1	0
minuta_rep_c5526    	1350	38	7	4	1.43	43.69	2	0	0	0	0	0
minuta_rep_c5527    	818	40	7	4	1.51	39.04	6	0	0	0	0	0
minuta_c5528        	757	45	13	8	4.32	53.31	1	0	0	0	5	0
minuta_rep_c5529    	477	46	5	3	1.85	40.25	0	0	0	0	0	0
minuta_c5530        	578	40	8	6	2.75	52.85	16	0	0	0	0	0
minuta_c5531        	843	55	10	6	3.65	48.43	17	0	0	0	3	0
minuta_rep_c5532    	424	31	5	5	2.36	47.64	0	0	0	0	1	0
minuta_rep_c5533    	619	50	9	8	4.30	64.24	1	0	0	0	2	0
minuta_rep_c5534    	468	59	6	3	2.51	42.52	0	0	0	0	0	0
minuta_rep_c5535    	325	43	15	15	13.16	39.38	0	0	0	0	0	0
minuta_rep_c5536    	863	42	5	4	1.76	46.75	0	0	1	0	0	0
minuta_rep_c5537    	667	38	5	3	1.94	47.53	0	0	0	0	0	0
minuta_rep_c5538    	1054	44	8	3	1.70	39.41	1	0	0	0	2	0
minuta_rep_c5539    	647	34	6	5	2.83	68.47	0	0	0	0	0	0
minuta_rep_c5540    	477	40	10	9	6.69	32.29	0	0	0	0	0	0
minuta_rep_c5541    	247	45	12	12	11.16	45.75	0	0	0	0	0	0
minuta_rep_c5542    	742	44	7	5	3.02	47.43	2	0	0	0	0	0
minuta_rep_c5543    	754	39	7	4	1.98	45.92	7	0	0	0	1	0
minuta_rep_c5544    	1171	53	10	8	3.07	44.70	1	0	0	0	2	0
minuta_rep_c5545    	584	45	6	5	2.71	42.56	6	0	0	0	2	0
minuta_rep_c5546    	139	41	14	14	13.49	19.42	0	0	0	0	0	0
minuta_rep_c5547    	390	36	5	5	3.91	43.33	0	0	0	0	1	0
minuta_rep_c5548    	541	52	6	5	3.69	42.27	4	0	0	0	4	0
minuta_rep_c5549    	70	43	18	18	18.00	22.86	0	0	0	0	0	0
minuta_rep_c5550    	367	54	5	4	3.03	55.31	0	0	0	0	1	0
minuta_rep_c5551    	54	39	11	11	10.87	55.56	0	0	0	0	0	0
minuta_rep_c5552    	1112	50	7	5	2.61	48.56	0	0	0	0	1	0
minuta_rep_c5553    	1050	39	5	4	1.69	45.71	0	0	0	0	3	0
minuta_rep_c5554    	491	54	5	5	2.57	69.67	3	0	0	0	0	0
minuta_rep_c5555    	559	38	6	5	3.12	54.38	0	0	0	0	0	0
minuta_c5556        	1083	52	7	4	2.38	48.00	10	0	0	0	7	0
minuta_rep_c5557    	866	37	11	9	3.64	41.92	0	0	0	0	0	0
minuta_rep_c5558    	1198	43	8	6	2.24	43.48	1	0	1	0	1	0
minuta_c5559        	422	41	5	5	2.55	24.17	0	0	0	0	0	0
minuta_rep_c5560    	372	36	8	4	2.69	42.74	0	0	0	0	1	0
minuta_rep_c5561    	936	33	6	5	1.84	48.61	0	0	0	0	1	0
minuta_rep_c5562    	200	44	9	9	3.41	43.22	1	0	0	0	0	0
minuta_rep_c5563    	493	37	6	6	3.17	43.61	0	0	0	0	0	0
minuta_rep_c5564    	389	42	9	9	8.77	42.16	0	0	0	0	1	0
minuta_c5565        	1464	43	10	4	2.36	52.34	8	0	0	0	4	0
minuta_c5566        	409	36	7	7	2.29	36.36	1	0	1	0	4	0
minuta_rep_c5567    	513	34	5	4	2.05	54.39	0	0	0	0	3	0
minuta_rep_c5568    	866	52	9	6	2.82	51.20	36	0	0	0	0	0
minuta_rep_c5569    	814	42	6	5	2.57	62.04	0	0	0	0	0	0
minuta_rep_c5570    	467	34	8	5	1.56	43.47	0	0	0	0	0	0
minuta_c5571        	523	49	8	8	3.29	53.35	0	0	0	0	1	0
minuta_rep_c5572    	1080	36	7	6	2.16	55.19	0	0	0	0	0	0
minuta_c5573        	487	37	8	8	5.02	63.04	0	0	0	0	1	0
minuta_rep_c5574    	54	43	9	9	9.00	50.00	0	0	0	0	0	0
minuta_rep_c5575    	202	44	12	12	9.86	42.57	0	0	0	0	1	0
minuta_c5576        	108	38	9	9	7.25	43.52	0	0	0	0	0	0
minuta_rep_c5577    	806	40	6	5	2.49	44.42	0	0	0	0	2	0
minuta_rep_c5578    	330	49	8	6	2.70	42.90	6	0	0	0	1	0
minuta_rep_c5579    	589	34	5	5	2.25	42.59	2	0	0	0	1	0
minuta_rep_c5580    	1487	38	8	4	1.82	54.71	1	0	0	0	0	0
minuta_rep_c5581    	535	58	10	10	7.68	48.60	0	0	0	0	0	0
minuta_rep_c5582    	410	39	5	5	2.63	47.32	0	0	0	0	0	0
minuta_rep_c5583    	639	42	9	5	2.49	33.96	3	0	0	0	0	0
minuta_rep_c5584    	350	38	5	3	1.47	43.93	4	0	0	0	0	0
minuta_rep_c5585    	812	53	7	6	2.75	41.98	2	0	0	0	3	0
minuta_rep_c5586    	441	40	8	7	4.36	44.44	0	0	0	0	6	0
minuta_c5587        	839	43	6	4	2.39	51.50	4	0	0	0	3	0
minuta_rep_c5588    	706	47	6	6	2.93	44.41	8	0	0	0	2	0
minuta_rep_c5589    	106	47	6	6	2.84	46.23	0	0	0	0	0	0
minuta_rep_c5590    	856	43	7	4	1.89	47.78	2	0	0	0	2	0
minuta_rep_c5591    	788	39	6	4	1.90	44.00	13	0	0	0	0	0
minuta_rep_c5592    	385	42	5	4	2.36	42.34	0	0	0	0	2	0
minuta_rep_c5593    	109	43	8	8	8.00	33.94	0	0	0	0	0	0
minuta_c5594        	49	37	8	8	8.00	51.02	0	0	0	0	0	0
minuta_rep_c5595    	181	41	8	8	8.00	69.61	0	0	0	0	0	0
minuta_c5596        	175	53	9	9	5.21	49.71	0	0	0	0	1	0
minuta_c5597        	684	44	9	8	2.56	39.53	1	0	0	0	4	0
minuta_rep_c5598    	237	43	9	9	8.93	74.68	0	0	0	0	0	0
minuta_rep_c5599    	1229	46	8	5	2.12	47.83	10	0	0	0	4	0
minuta_c5600        	288	60	11	11	4.65	58.87	6	0	0	0	5	0
minuta_rep_c5601    	698	54	10	6	3.21	48.42	0	0	0	0	1	0
minuta_rep_c5602    	567	47	8	8	2.68	46.56	0	0	0	0	1	0
minuta_rep_c5603    	842	47	6	5	2.57	44.22	12	0	0	0	1	0
minuta_rep_c5604    	836	32	5	4	1.67	42.91	4	0	0	0	0	0
minuta_rep_c5605    	901	44	7	5	2.10	54.17	2	0	0	0	1	0
minuta_rep_c5606    	574	41	5	5	2.68	45.64	0	0	0	0	0	0
minuta_c5607        	683	42	9	7	4.04	60.18	0	0	0	0	2	0
minuta_rep_c5608    	634	38	9	4	2.59	50.41	17	0	0	0	1	0
minuta_c5609        	46	72	9	9	8.87	36.96	0	0	0	0	0	0
minuta_rep_c5610    	559	40	5	4	2.73	62.79	0	0	0	0	1	0
minuta_rep_c5611    	619	58	7	7	3.55	45.07	0	0	0	0	0	0
minuta_c5612        	511	68	9	7	4.06	57.17	2	0	0	0	2	0
minuta_rep_c5613    	708	43	5	4	2.17	38.57	8	0	0	0	1	0
minuta_rep_c5614    	519	61	9	9	4.78	60.62	1	0	0	0	2	0
minuta_rep_c5615    	514	41	7	7	4.92	58.17	0	0	0	0	1	0
minuta_rep_c5616    	278	58	12	12	11.58	43.88	0	0	0	0	0	0
minuta_rep_c5617    	441	53	11	11	5.75	47.62	0	0	0	0	0	0
minuta_rep_c5618    	530	39	6	4	2.63	46.60	0	0	0	0	0	0
minuta_rep_c5619    	234	34	7	7	3.94	41.03	0	0	0	0	1	0
minuta_c5620        	566	64	8	5	3.04	47.26	1	0	0	0	1	0
minuta_c5621        	42	38	7	7	7.00	40.48	0	0	0	0	0	0
minuta_rep_c5622    	756	41	6	5	3.37	36.64	0	0	0	0	2	0
minuta_rep_c5623    	341	42	8	8	7.48	34.90	0	0	0	0	2	0
minuta_rep_c5624    	403	39	6	6	4.67	40.94	0	0	0	0	3	0
minuta_rep_c5625    	401	36	5	5	3.94	42.89	0	0	0	0	4	0
minuta_rep_c5626    	1534	38	6	3	1.38	49.90	3	0	0	0	0	0
minuta_rep_c5627    	980	52	6	3	1.95	55.82	9	0	0	0	0	0
minuta_c5628        	309	69	8	7	5.25	42.21	1	0	0	0	1	0
minuta_rep_c5629    	825	36	8	7	2.26	40.48	0	0	0	0	0	0
minuta_rep_c5630    	370	33	6	6	3.85	43.78	0	0	0	0	0	0
minuta_rep_c5631    	726	43	6	5	1.94	53.78	12	0	0	0	0	0
minuta_rep_c5632    	1026	44	5	4	1.74	43.51	1	0	0	0	2	0
minuta_rep_c5633    	1042	40	7	4	2.11	39.54	0	0	0	0	1	0
minuta_rep_c5634    	965	41	5	4	1.95	45.44	1	0	0	0	4	0
minuta_rep_c5635    	560	58	6	5	2.07	38.57	0	0	0	0	0	0
minuta_rep_c5636    	518	39	5	5	2.18	56.08	8	0	0	0	0	0
minuta_rep_c5637    	303	52	8	8	5.27	53.47	0	0	0	0	0	0
minuta_c5638        	58	83	9	9	9.00	48.28	0	0	0	0	0	0
minuta_rep_c5639    	620	41	5	3	2.30	45.81	0	0	0	0	1	0
minuta_rep_c5640    	295	40	6	6	5.06	38.98	0	0	0	0	1	0
minuta_rep_c5641    	817	43	6	4	1.82	45.28	2	0	0	0	0	0
minuta_rep_c5642    	1284	35	5	2	1.42	40.98	2	0	1	0	0	0
minuta_rep_c5643    	713	40	7	4	2.99	44.16	2	0	0	0	7	0
minuta_c5644        	159	51	6	6	4.67	42.14	0	0	0	0	0	0
minuta_rep_c5645    	829	33	5	4	2.06	51.15	0	0	0	0	5	0
minuta_rep_c5646    	629	47	5	3	1.99	60.41	0	0	0	0	1	0
minuta_c5647        	622	43	10	8	2.12	59.39	4	0	0	0	0	0
minuta_rep_c5648    	730	36	5	3	1.67	48.49	0	0	0	0	1	0
minuta_rep_c5649    	329	42	6	6	5.19	43.16	0	0	0	0	0	0
minuta_rep_c5650    	1011	49	5	4	1.94	39.50	6	0	0	0	0	0
minuta_rep_c5651    	829	39	5	3	2.04	43.43	7	0	0	0	5	0
minuta_rep_c5652    	596	56	6	5	3.18	47.42	13	0	1	0	1	0
minuta_rep_c5653    	176	43	8	8	7.95	51.70	0	0	0	0	0	0
minuta_c5654        	715	48	5	5	2.35	46.57	0	0	0	0	3	0
minuta_rep_c5655    	674	36	5	4	2.34	49.26	0	0	0	0	3	0
minuta_rep_c5656    	660	40	6	5	2.06	46.66	2	0	0	0	0	0
minuta_rep_c5657    	651	50	5	5	2.66	42.86	0	0	0	0	1	0
minuta_c5658        	493	52	6	5	3.43	44.42	0	0	0	0	1	0
minuta_rep_c5659    	374	35	6	4	1.55	45.19	0	0	0	0	0	0
minuta_rep_c5660    	905	34	5	3	1.82	57.32	3	0	0	0	2	0
minuta_rep_c5661    	889	37	6	4	2.14	53.09	0	0	0	0	2	0
minuta_rep_c5662    	398	49	6	6	3.94	35.93	0	0	0	0	2	0
minuta_rep_c5663    	911	51	6	3	1.72	40.86	3	0	0	0	0	0
minuta_rep_c5664    	472	66	5	3	2.13	51.73	10	0	0	0	1	0
minuta_rep_c5665    	614	36	5	5	2.52	40.07	0	0	0	0	0	0
minuta_c5666        	581	48	5	5	2.31	39.04	20	0	0	0	3	0
minuta_rep_c5667    	653	49	6	4	2.14	35.77	10	0	0	0	4	0
minuta_c5668        	382	47	7	6	2.82	44.24	0	0	0	0	0	0
minuta_rep_c5669    	393	58	5	4	2.73	44.53	0	0	0	0	1	0
minuta_rep_c5670    	378	78	5	5	4.57	44.44	0	0	0	0	0	0
minuta_rep_c5671    	360	42	5	5	4.94	45.83	0	0	0	0	0	0
minuta_rep_c5672    	590	35	5	4	2.68	44.65	1	0	0	0	5	0
minuta_rep_c5673    	353	41	5	4	2.54	37.90	10	0	0	0	1	0
minuta_rep_c5674    	885	36	5	4	1.86	56.63	0	0	2	0	1	0
minuta_rep_c5675    	811	50	6	4	2.62	42.79	0	0	0	0	4	0
minuta_rep_c5676    	350	59	5	5	4.52	44.00	0	0	0	0	0	0
minuta_rep_c5677    	104	63	5	5	3.98	48.08	0	0	0	0	0	0
minuta_rep_c5678    	159	38	5	5	5.00	73.58	0	0	0	0	0	0
minuta_c5679        	392	44	5	5	3.07	40.82	0	0	0	0	0	0
minuta_rep_c5680    	559	38	5	5	2.66	42.22	0	0	0	0	4	0
minuta_rep_c5681    	277	35	5	5	3.93	40.79	0	0	0	0	2	0
minuta_rep_c5682    	522	37	5	5	3.25	39.08	0	0	0	0	2	0
minuta_rep_c5683    	315	41	5	5	4.67	42.22	0	0	0	0	1	0
minuta_c5684        	519	45	5	4	2.06	57.61	0	0	0	0	1	0
minuta_rep_c5685    	306	40	5	5	4.67	40.52	0	0	0	0	0	0
minuta_rep_c5686    	426	45	5	4	3.37	38.50	0	0	0	0	2	0
minuta_rep_c5687    	428	37	5	4	1.80	41.59	0	0	0	0	1	0
minuta_rep_c5688    	640	36	5	5	2.57	53.75	0	0	0	0	0	0
minuta_rep_c5689    	734	41	5	3	1.55	44.46	11	0	1	0	1	0
minuta_c5690        	180	41	5	5	4.98	42.22	0	0	0	0	1	0
minuta_rep_c5691    	1010	42	5	2	1.34	44.41	17	0	0	0	0	0
minuta_rep_c5692    	772	39	5	4	1.44	44.62	1	0	0	0	2	0
minuta_rep_c5693    	686	45	5	5	2.32	45.48	0	0	0	0	2	0
minuta_c5694        	454	43	5	5	3.68	53.74	0	0	0	0	0	0
minuta_rep_c5695    	780	45	6	5	2.81	42.91	18	0	0	0	0	0
minuta_rep_c5696    	106	41	8	8	7.99	58.49	0	0	0	0	0	0
minuta_rep_c5697    	431	51	6	6	3.44	42.69	0	0	0	0	1	0
minuta_rep_c5698    	658	42	5	5	2.20	51.91	3	0	0	0	0	0
minuta_rep_c5699    	854	58	6	5	2.32	54.52	3	0	0	0	1	0
minuta_rep_c5700    	1122	36	6	3	1.60	47.44	7	0	0	0	1	0
minuta_rep_c5701    	583	37	5	5	2.49	41.92	0	0	1	0	0	0
minuta_rep_c5702    	361	43	7	7	6.99	42.38	0	0	0	0	0	0
minuta_rep_c5703    	494	42	7	5	2.67	52.23	0	0	0	0	0	0
minuta_rep_c5704    	671	44	5	5	3.22	50.52	0	0	0	0	2	0
minuta_c5705        	373	38	5	5	3.39	30.03	0	0	0	0	5	0
minuta_rep_c5706    	341	41	5	4	2.10	45.27	3	0	0	0	0	0
minuta_c5707        	399	32	8	8	1.92	46.37	0	0	0	0	0	0
minuta_rep_c5708    	365	42	8	8	7.94	38.90	0	0	0	0	1	0
minuta_c5709        	171	39	5	5	4.67	63.74	0	0	0	0	0	0
minuta_rep_c5710    	340	52	5	5	3.02	51.47	0	0	0	0	0	0
minuta_rep_c5711    	730	40	5	3	1.35	43.62	1	0	0	0	0	0
minuta_rep_c5712    	610	55	5	4	2.76	40.33	0	0	0	0	2	0
minuta_c5713        	222	61	5	5	4.53	49.55	0	0	0	0	1	0
minuta_rep_c5714    	423	41	6	6	3.65	38.77	0	0	0	0	1	0
minuta_rep_c5715    	575	37	5	4	2.78	61.04	0	0	0	0	0	0
minuta_rep_c5716    	463	39	5	5	3.24	46.86	17	0	0	0	2	0
minuta_rep_c5717    	289	42	5	5	3.72	38.06	0	0	0	0	0	0
minuta_rep_c5718    	632	39	5	4	2.46	52.69	0	0	0	0	1	0
minuta_rep_c5719    	1132	42	6	3	1.62	42.74	2	0	0	0	1	0
minuta_rep_c5720    	825	46	5	3	1.69	44.05	1	0	0	0	0	0
minuta_rep_c5721    	138	44	6	6	4.03	31.16	0	0	0	0	0	0
minuta_c5722        	150	58	7	7	6.50	46.00	0	0	0	0	0	0
minuta_rep_c5723    	338	71	5	5	3.37	47.15	5	0	0	0	1	0
minuta_rep_c5724    	692	36	5	4	2.25	44.14	1	0	0	0	2	0
minuta_rep_c5725    	531	56	5	4	2.18	46.33	0	0	0	0	0	0
minuta_rep_c5726    	599	37	5	4	2.54	42.90	0	0	0	0	0	0
minuta_rep_c5727    	1032	49	6	3	1.97	54.00	6	0	0	0	0	0
minuta_rep_c5728    	337	43	5	5	5.00	44.81	0	0	0	0	0	0
minuta_rep_c5729    	223	46	5	5	3.38	70.95	13	0	0	0	0	0
minuta_c5730        	420	54	5	4	2.26	44.58	23	0	0	0	0	0
minuta_rep_c5731    	387	34	5	5	3.08	39.79	0	0	0	0	1	0
minuta_rep_c5732    	892	40	5	4	1.90	47.64	4	0	0	0	0	0
minuta_rep_c5733    	387	42	5	5	4.99	57.88	0	0	0	0	0	0
minuta_rep_c5734    	124	40	6	6	5.96	54.84	0	0	0	0	0	0
minuta_rep_c5735    	1397	35	6	3	1.41	63.68	1	0	0	0	1	0
minuta_rep_c5736    	384	42	5	5	4.99	51.04	0	0	0	0	1	0
minuta_rep_c5737    	956	50	10	8	3.62	53.56	0	0	0	0	4	0
minuta_rep_c5738    	1874	46	10	5	2.18	44.66	0	0	0	0	2	0
minuta_rep_c5739    	993	59	16	9	3.41	65.07	14	0	0	0	1	0
minuta_rep_c5740    	865	41	6	4	1.74	39.58	6	0	0	0	1	0
minuta_rep_c5741    	2190	48	10	4	1.87	47.10	1	0	0	0	0	0
minuta_rep_c5742    	984	35	5	3	1.62	46.93	6	0	0	0	0	0
minuta_rep_c5743    	1945	39	13	4	2.20	44.07	5	0	0	0	1	0
minuta_rep_c5744    	460	49	6	5	3.47	41.74	0	0	0	0	3	0
minuta_rep_c5745    	687	61	6	4	2.47	62.35	23	0	0	0	2	0
minuta_rep_c5746    	1057	35	8	7	2.29	43.14	0	0	0	0	3	0
minuta_rep_c5747    	1569	41	16	9	2.99	50.38	5	0	0	0	2	0
minuta_rep_c5748    	1177	34	5	4	1.59	44.77	0	0	0	0	2	0
minuta_rep_c5749    	969	46	7	5	2.24	38.24	4	0	0	0	2	0
minuta_rep_c5750    	1324	44	11	4	1.86	52.14	16	0	0	0	1	0
minuta_rep_c5751    	793	50	6	4	2.11	62.33	2	0	0	0	0	0
minuta_rep_c5752    	1157	40	5	3	1.59	45.75	5	0	0	0	0	0
minuta_rep_c5753    	464	30	6	6	3.44	40.09	0	0	0	0	1	0
minuta_rep_c5754    	1028	35	5	3	1.38	43.41	2	0	1	0	0	0
minuta_rep_c5755    	846	52	10	7	3.37	44.96	3	0	0	0	3	0
minuta_rep_c5756    	381	48	8	6	4.26	54.11	4	0	0	0	3	0
minuta_c5757        	748	43	8	4	1.97	48.44	44	0	0	0	0	0
minuta_rep_c5758    	522	60	6	6	2.91	44.09	14	0	0	0	2	0
minuta_rep_c5759    	1329	43	10	6	1.95	62.09	2	0	0	0	2	0
minuta_rep_c5760    	1807	42	11	4	2.03	40.60	31	0	0	0	4	0
minuta_rep_c5761    	1635	42	11	4	2.15	50.37	15	0	0	0	3	0
minuta_rep_c5762    	506	49	6	5	2.49	38.89	2	0	0	0	1	0
minuta_rep_c5763    	586	39	18	15	6.47	68.43	0	0	0	0	1	0
minuta_rep_c5764    	794	49	9	6	2.80	42.80	9	0	0	0	3	0
minuta_rep_c5765    	761	32	6	3	1.26	43.68	1	0	0	0	0	0
minuta_rep_c5766    	473	53	5	5	2.34	47.96	8	0	0	0	0	0
minuta_rep_c5767    	1387	46	7	4	1.84	51.01	3	0	2	0	6	0
minuta_rep_c5768    	772	40	7	6	2.35	64.16	2	0	0	0	1	0
minuta_rep_c5769    	424	40	6	6	2.97	45.52	0	0	0	0	1	0
minuta_rep_c5770    	490	33	6	6	2.95	50.31	5	0	0	0	1	0
minuta_rep_c5771    	700	37	6	5	2.73	49.29	0	0	0	0	2	0
minuta_rep_c5772    	917	45	8	5	2.06	44.13	40	0	0	0	4	0
minuta_rep_c5773    	848	39	8	5	3.17	43.28	0	0	0	0	0	0
minuta_rep_c5774    	409	61	9	5	3.66	38.58	15	0	0	0	0	0
minuta_rep_c5775    	633	37	16	16	8.36	47.31	0	0	1	0	0	0
minuta_rep_c5776    	846	36	6	4	2.26	44.00	5	0	0	0	1	0
minuta_rep_c5777    	561	42	6	6	3.42	37.97	0	0	0	0	0	0
minuta_rep_c5778    	644	39	18	14	5.35	58.72	2	0	0	0	0	0
minuta_rep_c5779    	591	38	5	4	2.11	42.64	0	0	0	0	4	0
minuta_rep_c5780    	352	49	7	5	2.58	42.90	0	0	0	0	0	0
minuta_rep_c5781    	301	55	11	9	7.09	39.53	0	0	0	0	0	0
minuta_rep_c5782    	548	43	6	4	2.25	35.55	22	0	0	0	4	0
minuta_rep_c5783    	1311	36	5	2	1.19	57.69	11	0	0	0	0	0
